,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,City_State,City
30953,2018,1,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1834,341,68.24,19.87,82.68,0,170.22,66,1,35797,11229,3408,5918,0,15242,"Atlanta, GA",Atlanta
30955,2018,1,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Austin, TX",Austin
30962,2018,1,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",174,32,4.87,0.74,8.29,0,18.09,13,0,2198,207,141,374,0,1476,"Nashville, TN",Nashville
30963,2018,1,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",424,96,16.8,3.73,60.51,0,14.96,41,1,6665,1347,975,3112,0,1231,"Boston, MA",Boston
30968,2018,1,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",173,32,8.61,2,9.96,0,11.43,11,0,3083,1328,259,686,0,810,"Baltimore, MD",Baltimore
30975,2018,1,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",167,22,6.26,0.32,9.87,0,5.55,10,1,1244,293,24,290,0,637,"Cleveland, OH",Cleveland
30976,2018,1,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",189,31,8.19,0.51,12.44,0,9.86,14,0,1190,341,36,386,0,427,"Charlotte, NC",Charlotte
30977,2018,1,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",168,45,13.18,0.78,16.62,0,14.42,10,1,2481,921,35,556,0,969,"Columbus, OH",Columbus
30980,2018,1,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",822,133,30.82,3.46,30.79,0,67.93,32,0,10234,2177,272,1993,0,5792,"Cincinnati, OH",Cincinnati
30983,2018,1,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",177,34,6.62,3.18,16.81,0,7.39,11,1,3195,1163,141,889,0,1002,"Washington, DC",Washington
30984,2018,1,9E,Endeavor Air Inc.,DEN,"Denver, CO: Denver International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver, CO",Denver
30985,2018,1,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",225,29,12.6,0.45,8.29,0,7.66,5,0,1751,854,32,282,0,583,"Dallas/Fort Worth, TX",Dallas/Fort Worth
30988,2018,1,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1453,237,57.85,12.99,72.1,0,94.07,32,4,18290,4751,1633,3640,0,8266,"Detroit, MI",Detroit
30992,2018,1,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",110,28,7.91,0,16.8,0,3.28,8,1,1687,639,0,875,0,173,"Newark, NJ",Newark
30995,2018,1,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",29,7,2.08,0,3.61,0,1.31,0,0,496,358,0,98,0,40,"Fort Lauderdale, FL",Fort Lauderdale
31005,2018,1,9E,Endeavor Air Inc.,HOU,"Houston, TX: William P Hobby",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston, TX",Houston
31009,2018,1,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",146,19,8.1,1.37,6.57,0,2.96,10,0,1010,281,75,297,0,357,"Washington, DC",Washington
31010,2018,1,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",108,20,7.7,2.32,6.34,0,3.65,3,2,1419,572,91,437,0,319,"Houston, TX",Houston
31012,2018,1,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",205,25,6.69,0.75,6.18,0,11.37,13,0,1460,426,33,305,0,696,"Indianapolis, IN",Indianapolis
31015,2018,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2082,309,72.06,23.87,117.64,0,95.43,223,5,31968,9354,4816,10127,0,7671,"New York, NY",New York
31019,2018,1,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",1938,412,69.94,33.13,193.61,0,115.32,168,0,40290,9290,8941,13712,0,8347,"New York, NY",New York
31022,2018,1,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",153,25,5.98,0,5.69,0,13.32,10,0,1347,273,0,250,0,824,"Kansas City, MO",Kansas City
31023,2018,1,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",3,2,0,0.93,1.07,0,0,0,0,69,0,38,31,0,0,"Orlando, FL",Orlando
31028,2018,1,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",131,19,7.09,0,4.46,0,7.46,12,0,1736,678,0,344,0,714,"Milwaukee, WI",Milwaukee
31034,2018,1,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1075,159,36.71,10.75,38.61,0.04,72.88,45,2,14572,4256,2557,1616,1,6142,"Minneapolis, MN",Minneapolis
31035,2018,1,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",118,25,7.09,0,9.69,0,8.22,9,0,1330,306,0,301,0,723,"New Orleans, LA",New Orleans
31038,2018,1,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",167,29,7.95,0,15.99,0,5.06,11,1,1412,601,0,589,0,222,"Chicago, IL",Chicago
31040,2018,1,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",116,21,5.08,2.13,8.97,0,4.83,7,0,1299,416,263,447,0,173,"Philadelphia, PA",Philadelphia
31042,2018,1,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",346,61,13.67,2.61,17.77,0,26.95,19,0,4581,876,276,810,0,2619,"Pittsburgh, PA",Pittsburgh
31044,2018,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",467,91,19.68,3.08,35.58,0,32.66,56,0,6250,1119,270,2144,0,2717,"Raleigh/Durham, NC",Raleigh/Durham
31048,2018,1,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",96,14,5.29,0,3.53,0,5.19,7,0,646,346,0,113,0,187,"Fort Myers, FL",Fort Myers
31049,2018,1,9E,Endeavor Air Inc.,SAT,"San Antonio, TX: San Antonio International",53,7,3.9,0,2.31,0,0.78,1,0,248,166,0,55,0,27,"San Antonio, TX",San Antonio
31055,2018,1,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",115,18,5.87,0,2.74,0,9.4,10,0,1030,288,0,146,0,596,"St. Louis, MO",St. Louis
31058,2018,1,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",11,3,0.84,1,1.16,0,0,0,0,95,38,26,31,0,0,"Tampa, FL",Tampa
31068,2018,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",956,153,64.22,5.08,40.49,1.27,41.94,28,0,8794,3851,396,1607,36,2904,"Atlanta, GA",Atlanta
31069,2018,1,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",795,96,42.99,4.17,25.79,0,23.05,16,2,5748,3075,224,1033,0,1416,"Austin, TX",Austin
31071,2018,1,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",497,74,33.4,1.56,17.05,0,22,5,1,3454,1326,107,726,0,1295,"Nashville, TN",Nashville
31073,2018,1,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",2058,405,112.4,19.35,143.41,0.3,129.54,119,0,23893,6462,1072,6572,27,9760,"Boston, MA",Boston
31075,2018,1,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",508,66,29,2.33,14.57,0,20.1,5,0,3741,1777,183,552,0,1229,"Baltimore, MD",Baltimore
31077,2018,1,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",217,46,24.35,0.46,6.86,0,14.33,6,3,2345,1096,67,269,0,913,"Cleveland, OH",Cleveland
31078,2018,1,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7828,948,321.13,38.7,267.73,1.8,318.64,257,3,61664,23180,4143,10135,78,24128,"Charlotte, NC",Charlotte
31079,2018,1,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",179,27,10.98,0,8.87,0,7.15,3,2,1685,774,0,288,0,623,"Columbus, OH",Columbus
31081,2018,1,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",58,12,5.39,0,3.63,0,2.98,0,0,516,295,0,72,0,149,"Cincinnati, OH",Cincinnati
31083,2018,1,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1958,306,79.46,12.59,98.85,0,115.1,21,13,16990,4305,712,4739,0,7234,"Washington, DC",Washington
31084,2018,1,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",881,138,55.48,3.62,34.01,2.66,42.23,5,0,6502,2164,219,1480,94,2545,"Denver, CO",Denver
31085,2018,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11495,1370,423.27,69.78,393.05,4.25,479.65,126,15,98510,37673,6868,14463,130,39376,"Dallas/Fort Worth, TX",Dallas/Fort Worth
31087,2018,1,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",454,82,27.51,2.64,28.24,0,23.61,2,0,4232,1476,97,1128,0,1531,"Detroit, MI",Detroit
31090,2018,1,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",630,109,25.27,5.16,60.03,0,18.53,37,0,6826,2639,419,2672,0,1096,"Newark, NJ",Newark
31092,2018,1,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",594,132,48.03,9.48,49.83,0,24.66,6,0,6593,2172,606,1997,0,1818,"Fort Lauderdale, FL",Fort Lauderdale
31097,2018,1,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",230,31,16.96,0,5.15,0,8.89,1,0,2427,1172,0,132,0,1123,"Honolulu, HI",Honolulu
31098,2018,1,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",145,16,9.7,0,3.59,0,2.71,0,0,917,708,0,111,0,98,"Washington, DC",Washington
31099,2018,1,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",475,83,27.84,2.55,32.35,0,20.26,5,4,5585,1473,240,2035,0,1837,"Houston, TX",Houston
31102,2018,1,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",263,62,26.48,0.13,19.32,0,16.06,4,0,3560,1343,18,767,0,1432,"Indianapolis, IN",Indianapolis
31105,2018,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1369,221,70.18,5.08,99.62,2.54,43.58,80,6,19095,6825,1405,6872,77,3916,"New York, NY",New York
31107,2018,1,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1211,161,69.37,7.44,44.79,1.26,38.13,6,1,8712,3385,406,2436,26,2459,"Las Vegas, NV",Las Vegas
31108,2018,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3153,371,148.71,20.3,109.1,1.1,91.79,41,1,25934,13320,1494,3755,35,7330,"Los Angeles, CA",Los Angeles
31110,2018,1,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1775,350,96.44,26.2,140.74,0.08,86.55,100,1,21861,6154,3063,5314,2,7328,"New York, NY",New York
31112,2018,1,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",377,45,19.13,3.63,10.94,0,11.3,1,0,2453,957,231,388,0,877,"Kansas City, MO",Kansas City
31113,2018,1,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1520,301,116,16.12,82.23,0.88,85.77,15,1,16438,6945,893,2721,30,5849,"Orlando, FL",Orlando
31117,2018,1,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4376,666,232.51,24.37,239.72,0,169.4,68,2,42786,17501,2451,8185,0,14649,"Miami, FL",Miami
31118,2018,1,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",134,19,8.38,0,6.39,0,4.23,0,1,1008,566,0,166,0,276,"Milwaukee, WI",Milwaukee
31119,2018,1,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",584,107,34.36,6.18,35.1,0,31.37,16,2,5797,2240,373,1312,0,1872,"Minneapolis, MN",Minneapolis
31120,2018,1,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",550,86,41.67,2.77,24.52,0,17.04,18,0,5109,2732,201,789,0,1387,"New Orleans, LA",New Orleans
31122,2018,1,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",85,10,4.96,0,2.06,0,2.98,0,0,337,154,0,53,0,130,"Oakland, CA",Oakland
31127,2018,1,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5203,755,211.23,22.41,286.82,2.63,231.91,85,4,44973,15678,1447,10707,189,16952,"Chicago, IL",Chicago
31130,2018,1,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",300,48,20.18,1.16,13.6,1,12.05,0,1,1910,872,97,412,16,513,"Portland, OR",Portland
31131,2018,1,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",3719,587,167.98,19.9,200.47,2.63,196.02,128,13,34367,9616,1605,7680,193,15273,"Philadelphia, PA",Philadelphia
31132,2018,1,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4765,995,192.76,20.7,607.63,1.22,172.69,49,3,48903,11776,1394,22881,30,12822,"Phoenix, AZ",Phoenix
31133,2018,1,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",519,95,43.11,7.06,22.6,0,22.23,8,0,5455,2307,611,917,0,1620,"Pittsburgh, PA",Pittsburgh
31138,2018,1,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",736,107,54.84,4.47,24.77,0,22.92,25,1,5851,3070,226,1032,0,1523,"Raleigh/Durham, NC",Raleigh/Durham
31141,2018,1,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",504,76,26.37,8.26,30.87,0.4,10.1,10,1,3830,1462,502,1160,58,648,"Fort Myers, FL",Fort Myers
31142,2018,1,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",726,110,55.18,7.11,28.56,0,19.15,5,6,4692,2359,293,947,0,1093,"San Diego, CA",San Diego
31143,2018,1,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",576,91,35.84,0.94,21.2,0,33.01,12,0,5093,2233,47,674,0,2139,"San Antonio, TX",San Antonio
31146,2018,1,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",626,125,49.74,5.03,34.36,0,35.88,5,2,6304,2612,280,1241,0,2171,"Seattle, WA",Seattle
31147,2018,1,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1119,231,51.82,8,125.32,0.3,45.56,12,2,11292,2794,599,5342,8,2549,"San Francisco, CA",San Francisco
31148,2018,1,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",305,48,20.57,2,10.17,1,14.27,1,0,1968,980,31,266,87,604,"San Jose, CA",San Jose
31150,2018,1,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",489,75,37.25,2.5,19.63,0.9,14.71,1,1,3535,2235,94,607,19,580,"Salt Lake City, UT",Salt Lake City
31151,2018,1,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",314,46,19.27,2.44,9.37,0.05,14.88,0,0,1992,797,340,210,1,644,"Sacramento, CA",Sacramento
31152,2018,1,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",460,52,25.46,0.97,15.79,0,9.78,1,1,2125,1199,31,345,0,550,"Santa Ana, CA",Santa Ana
31153,2018,1,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",531,91,36.84,8.48,21.77,0,23.91,5,1,5047,2089,544,597,0,1817,"St. Louis, MO",St. Louis
31157,2018,1,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",1040,181,71.11,6.96,44.68,0,58.25,7,0,11522,4770,274,2082,0,4396,"Tampa, FL",Tampa
31165,2018,1,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",36,2,0,0,2,0,0,0,0,39,0,0,39,0,0,"Atlanta, GA",Atlanta
31166,2018,1,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",84,3,2,0,1,0,0,1,0,93,73,0,20,0,0,"Austin, TX",Austin
31169,2018,1,AS,Alaska Airlines Inc.,BNA,"Nashville, TN: Nashville International",31,4,1,0,2.59,0,0.41,0,0,84,20,0,57,0,7,"Nashville, TN",Nashville
31171,2018,1,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",107,18,4.45,0,11.55,0,2,5,0,1195,144,0,560,0,491,"Boston, MA",Boston
31174,2018,1,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",89,8,2.41,1,4.59,0,0,0,0,277,78,75,124,0,0,"Baltimore, MD",Baltimore
31177,2018,1,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",124,17,4,0,9.91,0,3.09,0,0,1115,216,0,743,0,156,"Washington, DC",Washington
31178,2018,1,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",124,19,8.78,0,5.91,0,4.31,0,0,1004,338,0,500,0,166,"Denver, CO",Denver
31179,2018,1,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",100,4,1,0,2.24,0,0.76,0,0,133,60,0,41,0,32,"Dallas/Fort Worth, TX",Dallas/Fort Worth
31180,2018,1,AS,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",33,5,1,0,3,0,1,0,0,98,20,0,63,0,15,"Detroit, MI",Detroit
31181,2018,1,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",164,30,0.85,0.05,25.74,0,3.35,6,0,1348,17,7,1138,0,186,"Newark, NJ",Newark
31183,2018,1,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",33,3,1.96,0,1.04,0,0,0,0,200,171,0,29,0,0,"Fort Lauderdale, FL",Fort Lauderdale
31185,2018,1,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",186,13,6.47,0,2.53,0,4,0,0,781,436,0,90,0,255,"Honolulu, HI",Honolulu
31186,2018,1,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",31,3,0.32,0,1.14,0,1.55,0,0,126,28,0,32,0,66,"Washington, DC",Washington
31187,2018,1,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",36,9,4.68,0,3.47,0,0.85,1,0,395,259,0,101,0,35,"Houston, TX",Houston
31188,2018,1,AS,Alaska Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",31,3,1,0,1,0,1,0,0,86,37,0,24,0,25,"Indianapolis, IN",Indianapolis
31189,2018,1,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",62,8,0.27,0,6.13,0,1.59,4,0,264,7,0,220,0,37,"New York, NY",New York
31193,2018,1,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",324,27,10.96,0,11.22,1,3.82,2,0,1463,546,0,765,37,115,"Las Vegas, NV",Las Vegas
31194,2018,1,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",702,56,13.28,1.68,34.53,0,6.51,2,0,2480,1042,95,1056,0,287,"Los Angeles, CA",Los Angeles
31196,2018,1,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",36,9,2.52,0,6.48,0,0,0,0,210,82,0,128,0,0,"Kansas City, MO",Kansas City
31197,2018,1,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",99,7,3.64,0.69,1.74,0,0.93,0,0,335,167,11,58,0,99,"Orlando, FL",Orlando
31198,2018,1,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,8,2.88,0,4.26,0,0.86,2,0,297,146,0,115,0,36,"Minneapolis, MN",Minneapolis
31199,2018,1,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",31,2,0,0,1,0,1,1,0,41,0,0,20,0,21,"New Orleans, LA",New Orleans
31200,2018,1,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",258,17,9.43,0,3.21,0,4.36,0,0,1007,633,0,96,0,278,"Oakland, CA",Oakland
31205,2018,1,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",156,18,3.48,0,13.52,0,1,1,0,620,167,0,438,0,15,"Chicago, IL",Chicago
31207,2018,1,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1464,122,24.83,0.59,54.59,3.94,38.06,9,0,5562,1155,10,1509,115,2773,"Portland, OR",Portland
31208,2018,1,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,1,0,0,1,0,0,0,0,99,0,0,99,0,0,"Philadelphia, PA",Philadelphia
31209,2018,1,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",201,53,6.59,0,43.71,0,2.7,0,0,2032,234,0,1737,0,61,"Phoenix, AZ",Phoenix
31212,2018,1,AS,Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",31,10,2.98,0,6.22,0,0.8,0,0,388,209,0,159,0,20,"Raleigh/Durham, NC",Raleigh/Durham
31213,2018,1,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",548,58,17.73,1.75,24.03,0,14.49,2,14,2797,1005,112,637,0,1043,"San Diego, CA",San Diego
31214,2018,1,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,2,0.97,0,0.14,0,0.89,1,0,50,30,0,3,0,17,"San Antonio, TX",San Antonio
31217,2018,1,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4736,477,103.83,8.83,218.44,1.88,144.02,47,3,21018,5453,679,6166,96,8624,"Seattle, WA",Seattle
31218,2018,1,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",493,95,8.1,0,78.65,0,8.26,3,8,5506,407,0,4772,0,327,"San Francisco, CA",San Francisco
31220,2018,1,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",397,48,16.03,0,20.24,0,11.73,1,0,2058,790,0,488,0,780,"San Jose, CA",San Jose
31221,2018,1,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",213,20,6.09,0,7.41,0.28,6.22,0,0,847,348,0,222,16,261,"Salt Lake City, UT",Salt Lake City
31222,2018,1,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",152,17,4.61,0,8.42,0,3.97,0,1,684,239,0,197,0,248,"Sacramento, CA",Sacramento
31223,2018,1,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",318,27,12.12,0,13.1,0,1.78,1,1,1164,764,0,340,0,60,"Santa Ana, CA",Santa Ana
31224,2018,1,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",36,6,0,0,6,0,0,0,0,123,0,0,123,0,0,"St. Louis, MO",St. Louis
31225,2018,1,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",31,1,1,0,0,0,0,0,0,64,64,0,0,0,0,"Tampa, FL",Tampa
31231,2018,1,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",147,41,16.73,0.79,12.53,0.07,10.88,8,1,2381,1283,85,437,2,574,"Atlanta, GA",Atlanta
31232,2018,1,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",186,55,23.77,1.89,13.7,0.32,15.32,7,0,4674,2204,275,560,41,1594,"Austin, TX",Austin
31234,2018,1,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",91,18,9.07,0,5,0,3.93,10,0,1306,780,0,245,0,281,"Nashville, TN",Nashville
31235,2018,1,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",4089,1174,324.23,16.46,295.19,3.12,535.01,331,3,87016,24391,1432,14650,182,46361,"Boston, MA",Boston
31240,2018,1,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",250,72,31.65,2.24,10.38,0.07,27.66,14,0,5642,2419,178,508,4,2533,"Baltimore, MD",Baltimore
31242,2018,1,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",116,28,13.02,0,3,0,11.98,11,0,2145,979,0,148,0,1018,"Cleveland, OH",Cleveland
31243,2018,1,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",117,27,10.32,1.02,8.41,0,7.25,10,0,2313,849,243,545,0,676,"Charlotte, NC",Charlotte
